Carreira,Nome da Microzona,Sentido,N.º Ordem,Código Paragem,Paragens  - Nome,Localização,Destino
201,Cais do Sodré,A,1,03804,Cais Sodré,Cais Sodré,Linda-a-Velha
201,Cais do Sodré,A,2,03802,Cais Sodré,Av. 24 Julho,Linda-a-Velha
201,Conde Barão,A,3,07102,Conde Barão - Av. 24 Julho,Av. 24 Julho,Linda-a-Velha
201,Santos,A,4,03902,Santos,Av. 24 Julho,Linda-a-Velha
201,Pç. Armada,A,5,03906,Cais Rocha (Museu Nac. Arte Antiga),Av. 24 Julho,Linda-a-Velha
201,Pç. Armada,A,6,10202,Av. Infante Santo,Av. 24 Julho,Linda-a-Velha
201,Alcântara Mar,A,7,04004,Alcântara - Av. 24 Julho,Av. 24 Julho,Linda-a-Velha
201,Calvário,A,8,12102,Calvário,Lg. Calvário,Linda-a-Velha
201,Calvário,A,9,12108,Estação Sto. Amaro,R. 1º Maio,Linda-a-Velha
201,Junqueira,A,10,09504,R. Junqueira (Centro Congressos),R. Junqueira,Linda-a-Velha
201,Junqueira,A,11,09506,Hosp. Egas Moniz,R. Junqueira,Linda-a-Velha
201,Altinho,A,12,09508,R. Pinto Ferreira,R. Junqueira,Linda-a-Velha
201,Altinho,A,13,04114,Altinho,R. Junqueira,Linda-a-Velha
201,Altinho,A,14,04110,Belém,R. Junqueira,Linda-a-Velha
201,Belém,A,15,09604,Mosteiro Jerónimos,Lg. Jerónimos,Linda-a-Velha
201,Belém,A,16,09608,R. Jerónimos,R. Jerónimos,Linda-a-Velha
201,Belém,A,17,09614,Av. Restelo (Estádio),Av. Restelo,Linda-a-Velha
201,Alto do Duque,A,18,09714,Av. Restelo,Av. Restelo,Linda-a-Velha
201,Alto do Duque,A,19,09712,Av. D. Vasco Gama,Av. Restelo,Linda-a-Velha
201,Alto do Duque,A,20,09709,R. Alto Duque,Av. D. Vasco Gama,Linda-a-Velha
201,Algés,A,21,04205,R. D. Jerónimo Osório,Av. D. Vasco Gama,Linda-a-Velha
201,Algés,A,22,04207,Algés,Av. Bombeiros Voluntários Algés,Linda-a-Velha
201,Algés,A,23,04202,Algés (Mercado),Av. Bombeiros Voluntários Algés,Linda-a-Velha
201,Algés,A,24,04224,R. Latino Coelho,Av. Bombeiros Voluntários Algés,Linda-a-Velha
201,Av. Bombeiros Voluntários,A,25,18404,Av. Bombeiros V. Algés (Cinema),Av. Bombeiros Voluntários Algés,Linda-a-Velha
201,Av. Bombeiros Voluntários,A,26,18402,Av. Bombeiros V. Algés,Av. Bombeiros Voluntários Algés,Linda-a-Velha
201,Estação de Miraflores,A,27,14312,Esc. Sec. Miraflores,Av. General Norton Matos,Linda-a-Velha
201,Estação de Miraflores,A,28,14310,Miraflores,Av. General Norton Matos,Linda-a-Velha
201,Estação de Miraflores,A,29,14308,Miraflores Norte,Al. Fernão Lopes,Linda-a-Velha
201,Estação de Miraflores,A,30,14306,Al. Fernão Lopes (Est. Miraflores),Al. Fernão Lopes,Linda-a-Velha
201,Miraflores,A,31,94901,Av. José Gomes Ferreira,Av. José Gomes Ferreira,Linda-a-Velha
201,Miraflores,A,32,94904,Linda-a-Velha,Al. António Sérgio,Linda-a-Velha
201,Miraflores,D,1,94903,Linda-a-Velha,Al. António Sérgio,Cais Sodré
201,Miraflores,D,2,94902,Av. José Gomes Ferreira,Av. José Gomes Ferreira,Cais Sodré
201,Estação de Miraflores,D,3,14305,Al. Fernão Lopes (Est. Miraflores),Al. Fernão Lopes,Cais Sodré
201,Estação de Miraflores,D,4,14307,Miraflores Norte,Al. Fernão Lopes,Cais Sodré
201,Estação de Miraflores,D,5,14309,Miraflores,Av. General Norton Matos,Cais Sodré
201,Estação de Miraflores,D,6,14311,Esc. Sec. Miraflores,Av. General Norton Matos,Cais Sodré
201,Av. Bombeiros Voluntários,D,7,18401,Av. Bombeiros V. Algés,Av. Bombeiros Voluntários Algés,Cais Sodré
201,Av. Bombeiros Voluntários,D,8,18403,Av. Bombeiros V. Algés (Cinema),Av. Bombeiros Voluntários Algés,Cais Sodré
201,Algés,D,9,04225,R. Latino Coelho,Av. Bombeiros Voluntários Algés,Cais Sodré
201,Algés,D,10,04213,Algés (Mercado),Av. Bombeiros Voluntários Algés,Cais Sodré
201,Algés,D,11,04210,Algés,Interface Algés (P. D. Manuel I),Cais Sodré
201,Algés,D,12,04204,R. D. Jerónimo Osório,Av. D. Vasco Gama,Cais Sodré
201,Alto do Duque,D,13,09710,R. Alto Duque,Av. D. Vasco Gama,Cais Sodré
201,Alto do Duque,D,14,09711,Av. D. Vasco Gama,Av. Restelo,Cais Sodré
201,Alto do Duque,D,15,09713,Av. Restelo,Av. Restelo,Cais Sodré
201,Belém,D,16,09613,Av. Restelo (Estádio),Av. Restelo,Cais Sodré
201,Belém,D,17,09607,R. Jerónimos,R. Jerónimos,Cais Sodré
201,Belém,D,18,09603,Mosteiro Jerónimos,R. Belém,Cais Sodré
201,Altinho,D,19,04109,Belém,Pç. Afonso Albuquerque,Cais Sodré
201,Altinho,D,20,04115,Altinho,R. Junqueira,Cais Sodré
201,Altinho,D,21,09507,R. Pinto Ferreira,R. Junqueira,Cais Sodré
201,Junqueira,D,22,09505,Hosp. Egas Moniz,R. Junqueira,Cais Sodré
201,Junqueira,D,23,09503,R. Junqueira (Centro Congressos),R. Junqueira,Cais Sodré
201,Calvário,D,24,12107,Estação Sto. Amaro,R. 1º Maio,Cais Sodré
201,Calvário,D,25,12101,Calvário,Lg. Calvário,Cais Sodré
201,Alcântara Mar,D,26,04001,Alcântara - Av. 24 Julho,Av. 24 Julho,Cais Sodré
201,Pç. Armada,D,27,10201,Av. Infante Santo,Av. 24 Julho,Cais Sodré
201,Pç. Armada,D,28,03905,Cais Rocha (Museu Nac. Arte Antiga),Av. 24 Julho,Cais Sodré
201,Santos,D,29,03901,Santos,Av. 24 Julho,Cais Sodré
201,Conde Barão,D,30,07101,Conde Barão - Av. 24 Julho,Av. 24 Julho,Cais Sodré
201,Cais do Sodré,D,31,03803,Cais Sodré,Av. 24 Julho,Cais Sodré
201,Cais do Sodré,D,32,03804,Cais Sodré,Cais Sodré,Cais Sodré
202,Cais do Sodré,A,1,03812,Cais Sodré,Cais Sodré,B.º Padre Cruz
202,Cais do Sodré,A,2,03825,R. Alecrim,R. Alecrim,B.º Padre Cruz
202,Camões,A,3,10501,Pç. Luis Camões,R. Misericórdia,B.º Padre Cruz
202,Camões,A,4,10503,Lg. Trindade Coelho,Lg. Trindade Coelho,B.º Padre Cruz
202,Príncipe Real,A,5,10601,Ascensor Glória,R. S. Pedro Alcântara,B.º Padre Cruz
202,Príncipe Real,A,6,10605,Príncipe Real,Pç. Principe Real,B.º Padre Cruz
202,Príncipe Real,A,7,10607,R. Escola Politécnica,R. Escola Politécnica,B.º Padre Cruz
202,Rato,A,8,06812,Rato,Lg. Rato,B.º Padre Cruz
202,Rato,A,9,06816,R. Custódio Vieira,R. D. João V,B.º Padre Cruz
202,Amoreiras,A,10,08513,R. D. João V,R. Carlos Alberto Mota Pinto,B.º Padre Cruz
202,Amoreiras,A,11,08511,Amoreiras,R. Carlos Alberto Mota Pinto,B.º Padre Cruz
202,Amoreiras,A,12,08509,Av. Cons. Fernando Sousa,Av. Cons. Fernando Sousa,B.º Padre Cruz
202,Campolide,A,13,06119,Campolide,R. Marquês Fronteira,B.º Padre Cruz
202,Campolide,A,14,06121,R. Campolide,R. Campolide,B.º Padre Cruz
202,Campolide,A,15,06123,R. Campolide (Escola),R. Campolide,B.º Padre Cruz
202,Campolide,A,16,02711,Tarujo,R. Campolide,B.º Padre Cruz
202,Sete Rios,A,17,02713,Av. José Malhoa,R. Campolide,B.º Padre Cruz
202,Sete Rios,A,18,01621,Estação Sete Rios,Av. Columbano Bordalo Pinheiro,B.º Padre Cruz
202,Sete Rios,A,19,01607,Sete Rios,Pç. General Humberto Delgado,B.º Padre Cruz
202,Sete Rios,A,20,01616,Estr. Benfica (Furnas),Estrada Benfica,B.º Padre Cruz
202,Benfica,A,21,10706,R. Duarte Galvão,Estrada Benfica,B.º Padre Cruz
202,Benfica,A,22,10704,B.º Novo,Estrada Benfica,B.º Padre Cruz
202,Benfica,A,23,10702,S. Domingos Benfica,Estrada Benfica,B.º Padre Cruz
202,Calhariz Benfica,A,24,10830,Pupilos Exército,Estrada Benfica,B.º Padre Cruz
202,Calhariz Benfica,A,25,10826,R. Prof. Reinaldo Santos,Estrada Benfica,B.º Padre Cruz
202,Calhariz Benfica,A,26,10814,Calhariz,R. Joaquim Paço Arcos,B.º Padre Cruz
202,Calhariz Benfica,A,27,10802,Esc. Pedro Santarém,Estrada Benfica,B.º Padre Cruz
202,Igreja Benfica,A,28,10908,Estr. Benfica / Av. Gomes Pereira,Av. Gomes Pereira,B.º Padre Cruz
202,Estação Benfica,A,29,02804,R. Gen. Morais Sarmento,Av. Gomes Pereira,B.º Padre Cruz
202,Estação Benfica,A,30,02806,Estação Benfica,R. Venezuela,B.º Padre Cruz
202,Estação Benfica,A,31,08816,R. Venezuela,R. Venezuela,B.º Padre Cruz
202,Bº Sta. Cruz,A,32,02908,R. Casquilha,R. Casquilha,B.º Padre Cruz
202,Bº Sta. Cruz,A,33,02909,B.º Sta. Cruz,R. Casquilha,B.º Padre Cruz
202,Bº Sta. Cruz,A,34,02904,Benfica (Mercado),R. Olivério Serpa,B.º Padre Cruz
202,Portas Benfica,A,35,11001,Portas Benfica,Portas Benfica,B.º Padre Cruz
202,Portas Benfica,A,36,11008,Estr. Benfica (Mercado),R. Paz Reis,B.º Padre Cruz
202,Portas Benfica,A,37,10926,R. Pedralvas,R. Pedralvas,B.º Padre Cruz
202,Cemitério Benfica,A,38,13708,Cç. Tojal (Cemitério Benfica),Cç. Tojal,B.º Padre Cruz
202,Cemitério Benfica,A,39,13711,Caliça,Acesso à CRIL,B.º Padre Cruz
202,Pontinha,A,40,13913,Pontinha (Metro),Interface Pontinha,B.º Padre Cruz
202,Pontinha,A,41,13906,Pontinha,Estrada Circunvalação,B.º Padre Cruz
202,Bº Padre Cruz,A,42,14110,Mal Penteada,Estrada Circunvalação,B.º Padre Cruz
202,Bº Padre Cruz,A,43,14102,Estr. Militar (Escorpiões),Estrada Circunvalação,B.º Padre Cruz
202,Bº Padre Cruz,A,44,14104,Serra Luz,R. Rio Tejo,B.º Padre Cruz
202,Bº Padre Cruz,A,45,14106,R. Rio Tejo,R. Rio Tejo,B.º Padre Cruz
202,Bº Padre Cruz,A,46,14107,B.º Padre Cruz,Lg. Igreja,B.º Padre Cruz
202,Bº Padre Cruz,D,1,14107,B.º Padre Cruz,Lg. Igreja,Cais Sodré
202,Bº Padre Cruz,D,2,14105,R. Rio Tejo,R. Rio Tejo,Cais Sodré
202,Bº Padre Cruz,D,3,14103,Serra Luz,Estrada Circunvalação,Cais Sodré
202,Bº Padre Cruz,D,4,14101,Estr. Militar (Escorpiões),Estrada Circunvalação,Cais Sodré
202,Bº Padre Cruz,D,5,14111,Mal Penteada,Estrada Circunvalação,Cais Sodré
202,Pontinha,D,6,13909,Pontinha,R. St. André,Cais Sodré
202,Pontinha,D,7,13907,Pontinha (Metro),Interface Pontinha,Cais Sodré
202,Cemitério Benfica,D,8,13710,Caliça,Acesso à CRIL,Cais Sodré
202,Cemitério Benfica,D,9,13709,Cç. Tojal (Cemitério Benfica),R. Pedralvas,Cais Sodré
202,Portas Benfica,D,10,10927,R. Pedralvas,R. Pedralvas,Cais Sodré
202,Portas Benfica,D,11,11001,Portas Benfica,Portas Benfica,Cais Sodré
202,Bº Sta. Cruz,D,12,02903,Benfica (Mercado),R. Casquilha,Cais Sodré
202,Bº Sta. Cruz,D,13,02910,B.º Sta. Cruz,R. Casquilha,Cais Sodré
202,Bº Sta. Cruz,D,14,02907,R. Casquilha,R. Casquilha,Cais Sodré
202,Estação Benfica,D,15,08813,R. Venezuela,R. Venezuela,Cais Sodré
202,Estação Benfica,D,16,02805,Estação Benfica,R. Venezuela,Cais Sodré
202,Estação Benfica,D,17,02803,R. Gen. Morais Sarmento,Av. Gomes Pereira,Cais Sodré
202,Igreja Benfica,D,18,10907,Estr. Benfica / Av. Gomes Pereira,Av. Gomes Pereira,Cais Sodré
202,Calhariz Benfica,D,19,10835,Esc. Pedro Santarém,Estrada Benfica,Cais Sodré
202,Calhariz Benfica,D,20,10803,Calhariz (Centro Saúde Benfica),R. José Rodrigues Miguéis,Cais Sodré
202,Calhariz Benfica,D,21,10821,R. Prof. Reinaldo Santos,Estrada Benfica,Cais Sodré
202,Calhariz Benfica,D,22,10829,Pupilos Exército,Estrada Benfica,Cais Sodré
202,Benfica,D,23,10701,S. Domingos Benfica,Estrada Benfica,Cais Sodré
202,Benfica,D,24,10703,B.º Novo,Estrada Benfica,Cais Sodré
202,Benfica,D,25,10705,R. Duarte Galvão,Estrada Benfica,Cais Sodré
202,Sete Rios,D,26,01615,Estr. Benfica (Furnas),Estrada Benfica,Cais Sodré
202,Sete Rios,D,27,01610,Sete Rios,Pç. General Humberto Delgado,Cais Sodré
202,Sete Rios,D,28,02712,Estação Sete Rios,Arruamento paralelo à R. Campolide,Cais Sodré
202,Campolide,D,29,02710,Tarujo,R. Campolide,Cais Sodré
202,Campolide,D,30,06124,R. Campolide (Escola),R. Campolide,Cais Sodré
202,Campolide,D,31,06122,R. Campolide,R. Campolide,Cais Sodré
202,Campolide,D,32,06120,Campolide,R. Campolide,Cais Sodré
202,Amoreiras,D,33,08510,Av. Cons. Fernando Sousa,Av. Cons. Fernando Sousa,Cais Sodré
202,Amoreiras,D,34,08512,Amoreiras,R. Carlos Alberto Mota Pinto,Cais Sodré
202,Amoreiras,D,35,08514,R. D. João V,R. D. João V,Cais Sodré
202,Rato,D,36,06815,R. Custódio Vieira,R. D. João V,Cais Sodré
202,Rato,D,37,06813,Rato - R. D. João V,R. D. João V,Cais Sodré
202,Rato,D,38,06807,Rato,Lg. Rato,Cais Sodré
202,Príncipe Real,D,39,10608,R. Escola Politécnica,R. Escola Politécnica,Cais Sodré
202,Príncipe Real,D,40,10606,Príncipe Real,R. Escola Politécnica,Cais Sodré
202,Príncipe Real,D,41,10604,S. Pedro Alcântara,R. D. Pedro V,Cais Sodré
202,Príncipe Real,D,42,10602,Ascensor Glória,R. S. Pedro Alcântara,Cais Sodré
202,Camões,D,43,10504,Lg. Trindade Coelho,R. Misericórdia,Cais Sodré
202,Camões,D,44,10502,Pç. Luis Camões,R. Alecrim,Cais Sodré
202,Cais do Sodré,D,45,03826,R. Alecrim,R. Alecrim,Cais Sodré
202,Cais do Sodré,D,46,03812,Cais Sodré,Cais Sodré,Cais Sodré
202,Pontinha,D,1,13907,Pontinha (Metro),Interface Pontinha,Cais Sodré
202,Cemitério Benfica,D,2,13710,Caliça,Acesso à CRIL,Cais Sodré
202,Cemitério Benfica,D,3,13709,Cç. Tojal (Cemitério Benfica),R. Pedralvas,Cais Sodré
202,Portas Benfica,D,4,10927,R. Pedralvas,R. Pedralvas,Cais Sodré
202,Portas Benfica,D,5,11001,Portas Benfica,Portas Benfica,Cais Sodré
202,Bº Sta. Cruz,D,6,02903,Benfica (Mercado),R. Casquilha,Cais Sodré
202,Bº Sta. Cruz,D,7,02910,B.º Sta. Cruz,R. Casquilha,Cais Sodré
202,Bº Sta. Cruz,D,8,02907,R. Casquilha,R. Casquilha,Cais Sodré
202,Estação Benfica,D,9,08813,R. Venezuela,R. Venezuela,Cais Sodré
202,Estação Benfica,D,10,02805,Estação Benfica,R. Venezuela,Cais Sodré
202,Estação Benfica,D,11,02803,R. Gen. Morais Sarmento,Av. Gomes Pereira,Cais Sodré
202,Igreja Benfica,D,12,10907,Estr. Benfica / Av. Gomes Pereira,Av. Gomes Pereira,Cais Sodré
202,Calhariz Benfica,D,13,10835,Esc. Pedro Santarém,Estrada Benfica,Cais Sodré
202,Calhariz Benfica,D,14,10803,Calhariz (Centro Saúde Benfica),R. José Rodrigues Miguéis,Cais Sodré
202,Calhariz Benfica,D,15,10821,R. Prof. Reinaldo Santos,Estrada Benfica,Cais Sodré
202,Calhariz Benfica,D,16,10829,Pupilos Exército,Estrada Benfica,Cais Sodré
202,Benfica,D,17,10701,S. Domingos Benfica,Estrada Benfica,Cais Sodré
202,Benfica,D,18,10703,B.º Novo,Estrada Benfica,Cais Sodré
202,Benfica,D,19,10705,R. Duarte Galvão,Estrada Benfica,Cais Sodré
202,Sete Rios,D,20,01615,Estr. Benfica (Furnas),Estrada Benfica,Cais Sodré
202,Sete Rios,D,21,01610,Sete Rios,Pç. General Humberto Delgado,Cais Sodré
202,Sete Rios,D,22,02712,Estação Sete Rios,Arruamento paralelo à R. Campolide,Cais Sodré
202,Campolide,D,23,02710,Tarujo,R. Campolide,Cais Sodré
202,Campolide,D,24,06124,R. Campolide (Escola),R. Campolide,Cais Sodré
202,Campolide,D,25,06122,R. Campolide,R. Campolide,Cais Sodré
202,Campolide,D,26,06120,Campolide,R. Campolide,Cais Sodré
202,Amoreiras,D,27,08510,Av. Cons. Fernando Sousa,Av. Cons. Fernando Sousa,Cais Sodré
202,Amoreiras,D,28,08512,Amoreiras,R. Carlos Alberto Mota Pinto,Cais Sodré
202,Amoreiras,D,29,08514,R. D. João V,R. D. João V,Cais Sodré
202,Rato,D,30,06815,R. Custódio Vieira,R. D. João V,Cais Sodré
202,Rato,D,31,06813,Rato - R. D. João V,R. D. João V,Cais Sodré
202,Rato,D,32,06807,Rato,Lg. Rato,Cais Sodré
202,Príncipe Real,D,33,10608,R. Escola Politécnica,R. Escola Politécnica,Cais Sodré
202,Príncipe Real,D,34,10606,Príncipe Real,R. Escola Politécnica,Cais Sodré
202,Príncipe Real,D,35,10604,S. Pedro Alcântara,R. D. Pedro V,Cais Sodré
202,Príncipe Real,D,36,10602,Ascensor Glória,R. S. Pedro Alcântara,Cais Sodré
202,Camões,D,37,10504,Lg. Trindade Coelho,R. Misericórdia,Cais Sodré
202,Camões,D,38,10502,Pç. Luis Camões,R. Alecrim,Cais Sodré
202,Cais do Sodré,D,39,03826,R. Alecrim,R. Alecrim,Cais Sodré
202,Cais do Sodré,D,40,03812,Cais Sodré,Cais Sodré,Cais Sodré
206,Cais do Sodré,A,1,03801,Cais Sodré,Cais Sodré,Sr. Roubado-Metro
206,Cais do Sodré,A,2,03824,Corpo Santo,R. Bernardino Costa,Sr. Roubado-Metro
206,T. Paço,A,3,05501,Pç. Comércio,Pç. Comércio,Sr. Roubado-Metro
206,T. Paço,A,4,04505,Sul e Sueste,R. Inst. Virgílio Machado,Sr. Roubado-Metro
206,Alfândega,A,5,04503,Campo Cebolas,Av. Infante D. Henrique,Sr. Roubado-Metro
206,Alfândega,A,6,08201,Alfândega,Av. Infante D. Henrique,Sr. Roubado-Metro
206,Alfândega,A,7,08203,Casa Conto,Av. Infante D. Henrique,Sr. Roubado-Metro
206,Sta. Apolónia,A,8,02101,Estação Sta. Apolónia,Lg. Caminhos Ferro,Sr. Roubado-Metro
206,Sta. Apolónia,A,9,02103,R. Bica Sapato,R. Bica Sapato,Sr. Roubado-Metro
206,Sta. Apolónia,A,10,02105,R. Vale Sto. António,R. Vale St. António,Sr. Roubado-Metro
206,Sta. Apolónia,A,11,02107,R. Washington,R. Washington,Sr. Roubado-Metro
206,Vale Sto. António,A,12,09115,R. Mato Grosso,R. Afonso Domingues,Sr. Roubado-Metro
206,Vale Sto. António,A,13,09113,R. Bartolomeu Costa,R. Bartolomeu Costa,Sr. Roubado-Metro
206,Vale Sto. António,A,14,09111,R. Sapadores,R. Sapadores,Sr. Roubado-Metro
206,Sapadores,A,15,09109,Sapadores,Av. General Roçadas,Sr. Roubado-Metro
206,Sapadores,A,16,09107,Av. General Roçadas,Av. General Roçadas,Sr. Roubado-Metro
206,Paiva Couceiro,A,17,07009,Esc. Nuno Gonçalves,Av. General Roçadas,Sr. Roubado-Metro
206,Paiva Couceiro,A,18,07003,Pç. Paiva Couceiro,Av. General Roçadas,Sr. Roubado-Metro
206,Paiva Couceiro,A,19,07011,Pç. Paiva Couceiro / R. Morais Soares,R. Morais Soares,Sr. Roubado-Metro
206,P. Chile,A,20,00501,R. Morais Soares,R. Morais Soares,Sr. Roubado-Metro
206,P. Chile,A,21,00509,Pç. Chile,R. Morais Soares,Sr. Roubado-Metro
206,Alameda,A,22,00413,Alameda D. A. Henriques,Av. Almirante Reis,Sr. Roubado-Metro
206,Alameda,A,23,00411,Pç. João Rio,Av. Almirante Reis,Sr. Roubado-Metro
206,Areeiro,A,24,00319,Areeiro,Av. João XXI,Sr. Roubado-Metro
206,Av. João XXI,A,25,00305,Av. João XXI / Pç. Londres,Av. João XXI,Sr. Roubado-Metro
206,Av. João XXI,A,26,00307,Av. Roma (Piscina),Av. Roma,Sr. Roubado-Metro
206,Av. Roma - E.U.A.,A,27,00201,B.º S. Miguel - Av. Roma,Av. Roma,Sr. Roubado-Metro
206,Av. Roma - E.U.A.,A,28,00203,Av. Roma / Av. EUA,Av. Roma,Sr. Roubado-Metro
206,Alvalade,A,29,00101,Esc. Rainha D. Leonor,Av. Roma,Sr. Roubado-Metro
206,Alvalade,A,30,00106,Pç. Alvalade (Esc. Eugénio Santos),Av. Roma,Sr. Roubado-Metro
206,Av. Brasil - Murtas,A,31,11301,Hosp. Júlio Matos,Av. Brasil,Sr. Roubado-Metro
206,C. Grande - Av. Brasil,A,32,05705,Campo Grande - Av. Brasil,Campo Grande - Nascente,Sr. Roubado-Metro
206,C. Grande Norte,A,33,05805,Campo Grande Norte,Campo Grande - Nascente,Sr. Roubado-Metro
206,Musgueira,A,34,11503,Alta de Lisboa (Qta. Conchas),Eixo Central Alta Lisboa,Sr. Roubado-Metro
206,Musgueira,A,35,11506,Estação Musgueira,Av. Carlos Paredes,Sr. Roubado-Metro
206,Musgueira,A,36,11505,Estação Musgueira,Av. Carlos Paredes,Sr. Roubado-Metro
206,Musgueira,A,37,11510,Av. Carlos Paredes,Av. Carlos Paredes,Sr. Roubado-Metro
206,Lumiar,A,38,05930,Castanheira Moura,Estrada Torre,Sr. Roubado-Metro
206,Lumiar,A,39,05959,Estr. Torre,Estrada Torre,Sr. Roubado-Metro
206,Lumiar,A,40,05950,Lumiar,Estrada Torre,Sr. Roubado-Metro
206,Lumiar,A,41,05909,R. Alexandre Ferreira,R. Alexandre Ferreira,Sr. Roubado-Metro
206,Calçada de Carriche,A,42,05911,Ameixoeira - Estr. Desvio,Estrada Desvio,Sr. Roubado-Metro
206,Calçada de Carriche,A,43,07203,Estr. Desvio / R. Prof. J. Pinto Correia,Estrada Desvio,Sr. Roubado-Metro
206,Calçada de Carriche,A,44,07205,Qta. Lavadeiras,Estrada Desvio,Sr. Roubado-Metro
206,Calçada de Carriche,A,45,07207,Cç. Carriche / Estr. Desvio,Estrada Desvio,Sr. Roubado-Metro
206,Sr. Roubado,A,46,07218,Olival Basto,R. Angola,Sr. Roubado-Metro
206,Sr. Roubado,A,47,07211,Sr. Roubado,acesso à Rotunda Sr.Roubado,Sr. Roubado-Metro
206,Sr. Roubado,A,48,07219,Sr. Roubado (Metro),Interface Sr. Roubado,Sr. Roubado-Metro
206,Sr. Roubado,D,1,07219,Sr. Roubado (Metro),Interface Sr. Roubado,Cais Sodré
206,Sr. Roubado,D,2,07204,Sr. Roubado,R. Pedro Alvares Cabral,Cais Sodré
206,Calçada de Carriche,D,3,07202,Cç. Carriche / Estr. Desvio,Cç. Carriche,Cais Sodré
206,Calçada de Carriche,D,4,05910,Cç. Carriche / Estr. Militar,Cç. Carriche,Cais Sodré
206,Lumiar,D,5,05908,R. Lumiar,R. Lumiar,Cais Sodré
206,Lumiar,D,6,05905,Lumiar,Al. Linhas de Torres - Lateral,Cais Sodré
206,Lumiar,D,7,05958,Estr. Torre,Estrada Torre,Cais Sodré
206,Lumiar,D,8,05913,Castanheira Moura,Estrada Torre,Cais Sodré
206,Musgueira,D,9,11507,Av. Carlos Paredes,Av. Carlos Paredes,Cais Sodré
206,Musgueira,D,10,11506,Estação Musgueira,Av. Carlos Paredes,Cais Sodré
206,Musgueira,D,11,11505,Estação Musgueira,Av. Carlos Paredes,Cais Sodré
206,Musgueira,D,12,11504,Alta de Lisboa (Qta. Conchas),Eixo Central Alta Lisboa,Cais Sodré
206,Av. Brasil - Murtas,D,13,11401,R. Murtas Poente,R. das Murtas,Cais Sodré
206,Av. Brasil - Murtas,D,14,11310,R. Murtas / Av. Brasil,R. Murtas,Cais Sodré
206,Av. Brasil - Murtas,D,15,11302,Hosp. Júlio Matos,Av. Roma,Cais Sodré
206,Alvalade,D,16,00104,Pç. Alvalade (Esc. Eugénio Santos),Av. Roma,Cais Sodré
206,Alvalade,D,17,00102,Esc. Rainha D. Leonor,Av. Roma,Cais Sodré
206,Av. Roma - E.U.A.,D,18,00204,Av. Roma / Av. EUA,Av. Roma,Cais Sodré
206,Av. Roma - E.U.A.,D,19,00202,B.º S. Miguel - Av. Roma,Av. Roma,Cais Sodré
206,Av. João XXI,D,20,00306,Av. Roma (Piscina),Av. Roma,Cais Sodré
206,Av. João XXI,D,21,00304,Av. João XXI / Pç. Londres,Av. João XXI,Cais Sodré
206,Areeiro,D,22,00302,Areeiro,Av. João XXI,Cais Sodré
206,Alameda,D,23,00404,Pç. João Rio,Av. Almirante Reis,Cais Sodré
206,Alameda,D,24,00410,Alameda D. A. Henriques,Av. Almirante Reis,Cais Sodré
206,P. Chile,D,25,00522,Pç. Chile,R. Morais Soares,Cais Sodré
206,P. Chile,D,26,00502,R. Morais Soares,R. Morais Soares,Cais Sodré
206,Paiva Couceiro,D,27,07004,Pç. Paiva Couceiro,Pç. Paiva Couceiro,Cais Sodré
206,Paiva Couceiro,D,28,07006,Esc. Nuno Gonçalves,Av. General Roçadas,Cais Sodré
206,Sapadores,D,29,09108,Av. General Roçadas,Av. General Roçadas,Cais Sodré
206,Sapadores,D,30,09110,Sapadores,R. Sapadores,Cais Sodré
206,Vale Sto. António,D,31,09112,R. Sapadores,R. Sapadores,Cais Sodré
206,Vale Sto. António,D,32,09114,R. Afonso Domingues,R. Afonso Domingues,Cais Sodré
206,Vale Sto. António,D,33,09116,R. Mato Grosso,R. Afonso Domingues,Cais Sodré
206,Sta. Apolónia,D,34,02108,R. Washington,R. Washington,Cais Sodré
206,Sta. Apolónia,D,35,02106,R. Vale Sto. António,R. Washington,Cais Sodré
206,Sta. Apolónia,D,36,02104,R. Bica Sapato,R. Diogo Couto,Cais Sodré
206,Sta. Apolónia,D,37,02131,Cç. Sta. Apolónia,Cç. Sta. Apolónia,Cais Sodré
206,Sta. Apolónia,D,38,02128,Estação Sta. Apolónia (Mercadorias),Av. Infante D. Henrique,Cais Sodré
206,Sta. Apolónia,D,39,02118,Estação Sta. Apolónia,Av. Infante D. Henrique,Cais Sodré
206,Alfândega,D,40,08204,Casa Conto,Av. Infante D. Henrique,Cais Sodré
206,Alfândega,D,41,08202,Alfândega,Av. Infante D. Henrique,Cais Sodré
206,T. Paço,D,42,04502,Sul e Sueste,R. Alfândega,Cais Sodré
206,T. Paço,D,43,05504,Pç. Comércio,R. Arsenal,Cais Sodré
206,Cais do Sodré,D,44,03820,Corpo Santo,R. Arsenal,Cais Sodré
206,Cais do Sodré,D,45,03801,Cais Sodré,Cais Sodré,Cais Sodré
206,Cais do Sodré,A,1,03801,Cais Sodré,Cais Sodré,Est. Musgueira
206,Cais do Sodré,A,2,03824,Corpo Santo,R. Bernardino Costa,Est. Musgueira
206,T. Paço,A,3,05501,Pç. Comércio,Pç. Comércio,Est. Musgueira
206,T. Paço,A,4,04505,Sul e Sueste,R. Inst. Virgílio Machado,Est. Musgueira
206,Alfândega,A,5,04503,Campo Cebolas,Av. Infante D. Henrique,Est. Musgueira
206,Alfândega,A,6,08201,Alfândega,Av. Infante D. Henrique,Est. Musgueira
