Carreira,Nome da Microzona,Sentido,N.º Ordem,Código Paragem,Paragens  - Nome,Localização,Destino
727,Calçada da Ajuda,A,33,12916,Cemitério Ajuda,Cç. Galvão,Restelo
727,Ajuda,A,34,12914,B.º Caramão,Av. Helen Keller,Restelo
727,Av. Descobertas,A,35,12912,Av. Dr. Mário Moutinho,Av. Dr. Mário Moutinho,Restelo
727,Av. Descobertas,A,36,12411,Restelo,R. Carlos Calisto,Restelo
727,Av. Descobertas,A,37,12406,Restelo (Torres) - R. Antão Gonçalves,R. Antão Gonçalves,Restelo
727,Av. Descobertas,A,38,12410,Restelo - Av. Descobertas,R. Antão Gonçalves,Restelo
727,Av. Descobertas,D,1,12410,Restelo - Av. Descobertas,R. Antão Gonçalves,Saldanha
727,Av. Descobertas,D,2,12403,Restelo - R. Antão Gonçalves,R. Antão Gonçalves,Saldanha
727,Av. Descobertas,D,3,12405,Restelo (Torres) - R. Antão Gonçalves,R. Antão Gonçalves,Saldanha
727,Av. Descobertas,D,4,12408,Restelo,Av. Dr. Mário Moutinho,Saldanha
727,Av. Descobertas,D,5,12911,Av. Dr. Mário Moutinho,Av. Dr. Mário Moutinho,Saldanha
727,Ajuda,D,6,12913,B.º Caramão,Av. Helen Keller,Saldanha
727,Calçada da Ajuda,D,7,12915,Cemitério Ajuda,Cç. Galvão,Saldanha
727,Calçada da Ajuda,D,8,13111,Cç. Galvão (GNR),Cç. Galvão,Saldanha
727,Calçada da Ajuda,D,9,13113,Esc. Paula Vicente,Cç. Galvão,Saldanha
727,Calçada da Ajuda,D,10,13309,Igreja Memória,Cç. Galvão,Saldanha
727,Belém,D,11,09601,Cç. Galvão,Cç. Galvão,Saldanha
727,Belém,D,12,09603,Mosteiro Jerónimos,R. Belém,Saldanha
727,Altinho,D,13,04109,Belém,Pç. Afonso Albuquerque,Saldanha
727,Altinho,D,14,04115,Altinho,R. Junqueira,Saldanha
727,Altinho,D,15,09507,R. Pinto Ferreira,R. Junqueira,Saldanha
727,Junqueira,D,16,09505,Hosp. Egas Moniz,R. Junqueira,Saldanha
727,Junqueira,D,17,09503,R. Junqueira (Centro Congressos),R. Junqueira,Saldanha
727,Calvário,D,18,12111,Estação Sto. Amaro,R. 1º Maio,Saldanha
727,Calvário,D,19,12105,Calvário,R. Alcântara,Saldanha
727,Calvário,D,20,12109,R. Alcântara,R. Alcântara,Saldanha
727,Alcântara,D,21,09418,Alcântara,R. Prior Crato,Saldanha
727,Alcântara,D,22,10207,Pç. Armada,Pç. Armada,Saldanha
727,Pç. Armada,D,23,10209,Av. Infante Santo,Cç. Pampulha,Saldanha
727,Pç. Armada,D,24,10211,R. Presidente Arriaga,R. Presidente Arriaga,Saldanha
727,Santos,D,25,03907,R. Janelas Verdes (Museu Nac. Arte Antiga),R. Janelas Verdes,Saldanha
727,Santos,D,26,03911,Santos-o-Velho,Cç. Ribeiro Santos,Saldanha
727,Santos,D,27,03913,Santos,Cç. Ribeiro Santos,Saldanha
727,Santos,D,28,03922,Lg. Vitorino Damásio,Lg. Santos,Saldanha
727,Conde Barão,D,29,07103,Conde Barão - Av. D. Carlos I,Av. D. Carlos I,Saldanha
727,S. Bento,D,30,06701,Assembleia República,Av. D. Carlos I,Saldanha
727,S. Bento,D,31,06703,Palácio S. Bento (Jardim),R. S. Bento,Saldanha
727,S. Bento,D,32,06705,R. S. Bento,R. S. Bento,Saldanha
727,Rato,D,33,06817,R. S. Bento / R. Arco,R. S. Bento,Saldanha
727,Rato,D,34,06805,Rato,Lg. Rato,Saldanha
727,Rato,D,35,06809,R. Braamcamp,R. Braamcamp,Saldanha
727,Marquês Pombal,D,36,01207,Mq. Pombal - R. Braamcamp,R. Braamcamp,Saldanha
727,Marquês Pombal,D,37,01205,Mq. Pombal - Av. Fontes P. Melo,Av. Fontes Pereira Melo,Saldanha
727,Av. António A. Aguiar,D,38,01701,Av. Fontes P. Melo,Av. Fontes Pereira Melo,Saldanha
727,Picoas,D,39,01703,Picoas,Av. Fontes Pereira Melo,Saldanha
727,Saldanha,D,40,01803,Saldanha,Pç. Duque Saldanha,Saldanha
727,Altinho,A,1,04109,Belém,Pç. Afonso Albuquerque,Restelo
727,Belém,A,2,09604,Mosteiro Jerónimos,Lg. Jerónimos,Restelo
727,Belém,A,3,09602,Cç. Galvão,Cç. Galvão,Restelo
727,Calçada da Ajuda,A,4,13310,Igreja Memória,Cç. Galvão,Restelo
727,Calçada da Ajuda,A,5,13114,Esc. Paula Vicente,Cç. Galvão,Restelo
727,Calçada da Ajuda,A,6,13112,Cç. Galvão (GNR),Cç. Galvão,Restelo
727,Calçada da Ajuda,A,7,12916,Cemitério Ajuda,Cç. Galvão,Restelo
727,Ajuda,A,8,12914,B.º Caramão,Av. Helen Keller,Restelo
727,Av. Descobertas,A,9,12912,Av. Dr. Mário Moutinho,Av. Dr. Mário Moutinho,Restelo
727,Av. Descobertas,A,10,12411,Restelo,R. Carlos Calisto,Restelo
727,Av. Descobertas,A,11,12406,Restelo (Torres) - R. Antão Gonçalves,R. Antão Gonçalves,Restelo
727,Av. Descobertas,A,12,12410,Restelo - Av. Descobertas,R. Antão Gonçalves,Restelo
727,Av. Descobertas,D,1,12410,Restelo - Av. Descobertas,R. Antão Gonçalves,Estação Roma - Areeiro
727,Av. Descobertas,D,2,12403,Restelo - R. Antão Gonçalves,R. Antão Gonçalves,Estação Roma - Areeiro
727,Av. Descobertas,D,3,12405,Restelo (Torres) - R. Antão Gonçalves,R. Antão Gonçalves,Estação Roma - Areeiro
727,Av. Descobertas,D,4,12408,Restelo,Av. Dr. Mário Moutinho,Estação Roma - Areeiro
727,Av. Descobertas,D,5,12911,Av. Dr. Mário Moutinho,Av. Dr. Mário Moutinho,Estação Roma - Areeiro
727,Ajuda,D,6,12913,B.º Caramão,Av. Helen Keller,Estação Roma - Areeiro
727,Calçada da Ajuda,D,7,12915,Cemitério Ajuda,Cç. Galvão,Estação Roma - Areeiro
727,Calçada da Ajuda,D,8,13111,Cç. Galvão (GNR),Cç. Galvão,Estação Roma - Areeiro
727,Calçada da Ajuda,D,9,13113,Esc. Paula Vicente,Cç. Galvão,Estação Roma - Areeiro
727,Calçada da Ajuda,D,10,13309,Igreja Memória,Cç. Galvão,Estação Roma - Areeiro
727,Belém,D,11,09601,Cç. Galvão,Cç. Galvão,Estação Roma - Areeiro
727,Belém,D,12,09603,Mosteiro Jerónimos,R. Belém,Estação Roma - Areeiro
727,Altinho,D,13,04109,Belém,Pç. Afonso Albuquerque,Estação Roma - Areeiro
727,Areeiro,A,1,00314,Estação Roma-Areeiro,Av. Frei Miguel Contreiras,Caselas
727,Av. Roma - E.U.A.,A,2,11211,Av. Frei Miguel Contreiras,Av. Frei Miguel Contreiras,Caselas
727,Av. Roma - E.U.A.,A,3,00201,B.º S. Miguel - Av. Roma,Av. Roma,Caselas
727,Av. Roma - E.U.A.,A,4,00205,Av. Roma / Av. EUA,Av. Estados Unidos América,Caselas
727,Entrecampos,A,5,02016,Entrecampos - Av. EUA,Av. Estados Unidos América,Caselas
727,Entrecampos,A,6,02004,Entrecampos,Av. República,Caselas
727,Entrecampos,A,7,02020,Estação Entrecampos,Av. República,Caselas
727,Campo Pequeno,A,8,01906,Campo Pequeno - Av. República,Av. República,Caselas
727,Saldanha,A,9,01810,Av. República,Av. República,Caselas
727,Saldanha,A,10,01802,Saldanha,Pç. Duque Saldanha,Caselas
727,Picoas,A,11,01714,Picoas,Av. Fontes Pereira Melo,Caselas
727,Av. António A. Aguiar,A,12,01702,Av. Fontes P. Melo,Av. Fontes Pereira Melo,Caselas
727,Marquês Pombal,A,13,01206,Mq. Pombal - Av. Fontes P. Melo,Av. Fontes Pereira Melo,Caselas
727,Marquês Pombal,A,14,01214,Mq. Pombal - R. Braamcamp,R. Braamcamp,Caselas
727,Rato,A,15,06806,R. Braamcamp,R. Braamcamp,Caselas
727,Rato,A,16,06810,Rato,Lg. Rato,Caselas
727,Rato,A,17,06818,R. S. Bento / R. Arco,R. S. Bento,Caselas
727,S. Bento,A,18,06706,R. S. Bento,R. S. Bento,Caselas
727,S. Bento,A,19,06704,Palácio S. Bento (Jardim),R. S. Bento,Caselas
727,S. Bento,A,20,06702,Assembleia República,Av. D. Carlos I,Caselas
727,Conde Barão,A,21,07104,Conde Barão - Av. D. Carlos I,Av. D. Carlos I,Caselas
727,Santos,A,22,03912,Santos,Cç. Ribeiro Santos,Caselas
727,Santos,A,23,03910,Santos-o-Velho,R. Janelas Verdes,Caselas
727,Santos,A,24,03908,R. Janelas Verdes (Museu Nac. Arte Antiga),R. Janelas Verdes,Caselas
727,Pç. Armada,A,25,10212,R. Presidente Arriaga,R. Presidente Arriaga,Caselas
727,Pç. Armada,A,26,10210,Av. Infante Santo,Cç. Pampulha,Caselas
727,Alcântara,A,27,10208,Pç. Armada,Pç. Armada,Caselas
727,Alcântara,A,28,09417,Alcântara,R. Prior Crato,Caselas
727,Calvário,A,29,12110,R. Alcântara,R. Alcântara,Caselas
727,Calvário,A,30,12122,Calvário,R. Alcântara,Caselas
727,Calvário,A,31,12108,Estação Sto. Amaro,R. 1º Maio,Caselas
727,Junqueira,A,32,09504,R. Junqueira (Centro Congressos),R. Junqueira,Caselas
727,Junqueira,A,33,09506,Hosp. Egas Moniz,R. Junqueira,Caselas
727,Altinho,A,34,09508,R. Pinto Ferreira,R. Junqueira,Caselas
727,Altinho,A,35,04114,Altinho,R. Junqueira,Caselas
727,Altinho,A,36,04110,Belém,R. Junqueira,Caselas
727,Belém,A,37,09604,Mosteiro Jerónimos,Lg. Jerónimos,Caselas
727,Belém,A,38,09602,Cç. Galvão,Cç. Galvão,Caselas
727,Calçada da Ajuda,A,39,13310,Igreja Memória,Cç. Galvão,Caselas
727,Calçada da Ajuda,A,40,13114,Esc. Paula Vicente,Cç. Galvão,Caselas
727,Calçada da Ajuda,A,41,13112,Cç. Galvão (GNR),Cç. Galvão,Caselas
727,Calçada da Ajuda,A,42,12916,Cemitério Ajuda,Cç. Galvão,Caselas
727,Ajuda,A,43,12914,B.º Caramão,Av. Helen Keller,Caselas
727,Av. Descobertas,A,44,12912,Av. Dr. Mário Moutinho,Av. Dr. Mário Moutinho,Caselas
727,Av. Descobertas,A,45,12411,Restelo,R. Carlos Calisto,Caselas
727,Av. Descobertas,A,46,12406,Restelo (Torres) - R. Antão Gonçalves,R. Antão Gonçalves,Caselas
727,Av. Descobertas,A,47,12404,Restelo - Av. Descobertas,Av. Descobertas,Caselas
727,Av. Descobertas,A,48,12402,R. Gregório Lopes,Av. Descobertas,Caselas
727,Caselas,A,49,10402,Fonte Caselas,R. Sam Levy,Caselas
727,Caselas,A,50,10401,Caselas,Lg. Igreja,Caselas
727,Saldanha,A,1,01802,Saldanha,Pç. Duque Saldanha,Caselas
727,Picoas,A,2,01714,Picoas,Av. Fontes Pereira Melo,Caselas
727,Av. António A. Aguiar,A,3,01702,Av. Fontes P. Melo,Av. Fontes Pereira Melo,Caselas
727,Marquês Pombal,A,4,01206,Mq. Pombal - Av. Fontes P. Melo,Av. Fontes Pereira Melo,Caselas
727,Marquês Pombal,A,5,01214,Mq. Pombal - R. Braamcamp,R. Braamcamp,Caselas
727,Rato,A,6,06806,R. Braamcamp,R. Braamcamp,Caselas
727,Rato,A,7,06810,Rato,Lg. Rato,Caselas
727,Rato,A,8,06818,R. S. Bento / R. Arco,R. S. Bento,Caselas
727,S. Bento,A,9,06706,R. S. Bento,R. S. Bento,Caselas
727,S. Bento,A,10,06704,Palácio S. Bento (Jardim),R. S. Bento,Caselas
727,S. Bento,A,11,06702,Assembleia República,Av. D. Carlos I,Caselas
727,Conde Barão,A,12,07104,Conde Barão - Av. D. Carlos I,Av. D. Carlos I,Caselas
727,Santos,A,13,03912,Santos,Cç. Ribeiro Santos,Caselas
727,Santos,A,14,03910,Santos-o-Velho,R. Janelas Verdes,Caselas
727,Santos,A,15,03908,R. Janelas Verdes (Museu Nac. Arte Antiga),R. Janelas Verdes,Caselas
727,Pç. Armada,A,16,10212,R. Presidente Arriaga,R. Presidente Arriaga,Caselas
727,Pç. Armada,A,17,10210,Av. Infante Santo,Cç. Pampulha,Caselas
727,Alcântara,A,18,10208,Pç. Armada,Pç. Armada,Caselas
727,Alcântara,A,19,09417,Alcântara,R. Prior Crato,Caselas
727,Calvário,A,20,12110,R. Alcântara,R. Alcântara,Caselas
727,Calvário,A,21,12122,Calvário,R. Alcântara,Caselas
727,Calvário,A,22,12108,Estação Sto. Amaro,R. 1º Maio,Caselas
727,Junqueira,A,23,09504,R. Junqueira (Centro Congressos),R. Junqueira,Caselas
727,Junqueira,A,24,09506,Hosp. Egas Moniz,R. Junqueira,Caselas
727,Altinho,A,25,09508,R. Pinto Ferreira,R. Junqueira,Caselas
727,Altinho,A,26,04114,Altinho,R. Junqueira,Caselas
727,Altinho,A,27,04110,Belém,R. Junqueira,Caselas
727,Belém,A,28,09604,Mosteiro Jerónimos,Lg. Jerónimos,Caselas
727,Belém,A,29,09602,Cç. Galvão,Cç. Galvão,Caselas
727,Calçada da Ajuda,A,30,13310,Igreja Memória,Cç. Galvão,Caselas
727,Calçada da Ajuda,A,31,13114,Esc. Paula Vicente,Cç. Galvão,Caselas
727,Calçada da Ajuda,A,32,13112,Cç. Galvão (GNR),Cç. Galvão,Caselas
727,Calçada da Ajuda,A,33,12916,Cemitério Ajuda,Cç. Galvão,Caselas
727,Ajuda,A,34,12914,B.º Caramão,Av. Helen Keller,Caselas
727,Av. Descobertas,A,35,12912,Av. Dr. Mário Moutinho,Av. Dr. Mário Moutinho,Caselas
727,Av. Descobertas,A,36,12411,Restelo,R. Carlos Calisto,Caselas
727,Av. Descobertas,A,37,12406,Restelo (Torres) - R. Antão Gonçalves,R. Antão Gonçalves,Caselas
727,Av. Descobertas,A,38,12404,Restelo - Av. Descobertas,Av. Descobertas,Caselas
727,Av. Descobertas,A,39,12402,R. Gregório Lopes,Av. Descobertas,Caselas
727,Caselas,A,40,10402,Fonte Caselas,R. Sam Levy,Caselas
727,Caselas,A,41,10401,Caselas,Lg. Igreja,Caselas
728,Av. Descobertas,A,1,12409,Restelo - Av. Descobertas,R. Antão Gonçalves,Portela
728,Av. Descobertas,A,2,12403,Restelo - R. Antão Gonçalves,R. Antão Gonçalves,Portela
728,Av. Descobertas,A,3,12405,Restelo (Torres) - R. Antão Gonçalves,R. Antão Gonçalves,Portela
728,Restelo,A,4,13101,Restelo - R. Tristão Vaz,R. Tristão Vaz,Portela
728,Restelo,A,5,13115,R. Tristão Vaz,R. Tristão Vaz,Portela
728,Restelo,A,6,13117,R. Gonçalves Zarco,R. Tristão Vaz,Portela
728,Restelo,A,7,13108,Estádio Restelo,R. Gonçalves Zarco,Portela
728,Belém,A,8,09605,B.º Terras Forno,R. Jerónimos,Portela
728,Belém,A,9,09607,R. Jerónimos,R. Jerónimos,Portela
728,Belém,A,10,09603,Mosteiro Jerónimos,R. Belém,Portela
728,Altinho,A,11,04109,Belém,Pç. Afonso Albuquerque,Portela
728,Altinho,A,12,04101,Estação Fluvial Belém,Av. India,Portela
728,Junqueira,A,13,09501,Hosp. Egas Moniz - Av. India,Av. India,Portela
728,Alcântara Mar,A,14,04003,Alcântara Mar,Av. India,Portela
728,Pç. Armada,A,15,10201,Av. Infante Santo,Av. 24 Julho,Portela
728,Pç. Armada,A,16,03905,Cais Rocha (Museu Nac. Arte Antiga),Av. 24 Julho,Portela
728,Santos,A,17,03901,Santos,Av. 24 Julho,Portela
728,Conde Barão,A,18,07101,Conde Barão - Av. 24 Julho,Av. 24 Julho,Portela
728,Cais do Sodré,A,19,03803,Cais Sodré,Av. 24 Julho,Portela
728,Cais do Sodré,A,20,03824,Corpo Santo,R. Bernardino Costa,Portela
728,T. Paço,A,21,05501,Pç. Comércio,Pç. Comércio,Portela
728,T. Paço,A,22,04505,Sul e Sueste,R. Inst. Virgílio Machado,Portela
728,Alfândega,A,23,04503,Campo Cebolas,Av. Infante D. Henrique,Portela
728,Alfândega,A,24,08201,Alfândega,Av. Infante D. Henrique,Portela
728,Alfândega,A,25,08203,Casa Conto,Av. Infante D. Henrique,Portela
728,Sta. Apolónia,A,26,02111,Estação Sta. Apolónia,Av. Infante D. Henrique,Portela
728,Sta. Apolónia,A,27,02127,Estação Sta. Apolónia (Mercadorias),Av. Infante D. Henrique,Portela
728,Av. Afonso III,A,28,09811,Av. Inf. D. Henrique (Tipografia),Av. Infante D. Henrique,Portela
728,Xabregas,A,29,09809,Av. Inf. D. Henrique (Ponte Xabregas),Av. Infante D. Henrique,Portela
728,Xabregas,A,30,08309,Xabregas - R. Manutenção,Av. Infante D. Henrique,Portela
728,Xabregas,A,31,08311,Av. Inf. D. Henrique (Doca Xabregas),Av. Infante D. Henrique,Portela
728,Xabregas,A,32,08313,Av. Inf. D. Henrique (Manutenção Militar),Av. Infante D. Henrique,Portela
728,Poço do Bispo,A,33,12513,Beato,Av. Infante D. Henrique,Portela
728,Poço do Bispo,A,34,12509,Palácio Mitra,R. Açúcar,Portela
728,Poço do Bispo,A,35,12511,Poço Bispo,Pç. David Leandro Silva,Portela
728,Poço do Bispo,A,36,12501,Doca Poço Bispo,Praça 25 Abril,Portela
728,Matinha,A,37,02204,Matinha,Av. Cintura Porto Lisboa,Portela
728,Matinha,A,38,02202,Fábrica Gás,Av. Cintura Porto Lisboa,Portela
728,Parque Nações Sul,A,39,02410,Parque Nações Sul,Al. Oceanos,Portela
728,Parque Nações Sul,A,40,02411,Passeio Adamastor,Al. Oceanos,Portela
728,Parque Nações Sul,A,41,02404,Oceanário Lisboa,Al. Oceanos,Portela
728,Parque Nações Sul,A,42,02402,Av. Mediterrâneo,Av. D. João II,Portela
728,Estação Oriente,A,43,02512,R. Caribe,Av. D. João II,Portela
728,Estação Oriente,A,44,07825,Estação Oriente,Av. Berlim,Portela
728,Qta. Laranjeiras,A,45,07803,Olivais Velho - Av. Inf. D. Henrique,Av. Infante D. Henrique,Portela
728,Qta. Laranjeiras,A,46,07807,Pç. José Queirós,Pç. José Queirós,Portela
728,Qta. Laranjeiras,A,47,07909,Moscavide - R. João Pinto Ribeiro,R. João Pinto Ribeiro,Portela
728,Moscavide,A,48,07907,Av. Moscavide,Av. Moscavide,Portela
728,Moscavide,A,49,07905,R. Laureano Oliveira,Av. Moscavide,Portela
728,Moscavide,A,50,07903,Moscavide Centro - R. Franc. M. Beato,Av. Moscavide,Portela
728,Portela,A,51,12618,Portela (Seminário),Av. Descobrimentos,Portela
728,Portela,A,52,12617,Portela - R. Escritores,R. Escritores,Portela
728,Portela,A,53,12627,Portela - Av. República,Av. República,Portela
728,Portela,A,54,12610,C. Comercial Portela,"Av. República, Loures",Portela
728,Portela,A,55,12613,Portela - Av. Descobrimentos,Av. Descobrimentos,Portela
728,Portela,D,1,12613,Portela - Av. Descobrimentos,Av. Descobrimentos,Restelo
728,Portela,D,2,12615,C. Comercial Portela,Av. Descobrimentos,Restelo
728,Portela,D,3,12619,Portela (Seminário),Av. Descobrimentos,Restelo
728,Moscavide,D,4,07904,Moscavide Centro - R. Franc. M. Beato,R. Francisco Marques Beato,Restelo
728,Moscavide,D,5,07906,R. Laureano Oliveira,R. Francisco Marques Beato,Restelo
728,Qta. Laranjeiras,D,6,07908,Moscavide - R. João Pinto Ribeiro,"R. 1.º Maio, Loures",Restelo
728,Qta. Laranjeiras,D,7,07811,Pç. José Queirós,Pç. José Queirós,Restelo
728,Qta. Laranjeiras,D,8,07806,Olivais Velho - Av. Inf. D. Henrique,Av. Infante D. Henrique,Restelo
728,Estação Oriente,D,9,07805,Estação Oriente,Av. Ìndico,Restelo
728,Estação Oriente,D,10,02511,R. Caribe,Av. D. João II,Restelo
728,Parque Nações Sul,D,11,02401,Av. Mediterrâneo,Av. D. João II,Restelo
728,Parque Nações Sul,D,12,02403,Oceanário Lisboa,Al. Oceanos,Restelo
728,Parque Nações Sul,D,13,02412,Passeio Adamastor,Al. Oceanos,Restelo
728,Parque Nações Sul,D,14,02409,Parque Nações Sul,Al. Oceanos,Restelo
728,Parque Nações Sul,D,15,02307,Gás Portugal,Av. Marechal Gomes Costa,Restelo
728,Matinha,D,16,02201,Fábrica Gás,Av. Cintura Porto Lisboa,Restelo
728,Matinha,D,17,02203,Matinha,Av. Cintura Porto Lisboa,Restelo
728,Poço do Bispo,D,18,12503,Doca Poço Bispo,R. Mar,Restelo
728,Poço do Bispo,D,19,12512,Poço Bispo,Pç. David Leandro Silva,Restelo
728,Poço do Bispo,D,20,12510,Palácio Mitra,R. Açúcar,Restelo
728,Poço do Bispo,D,21,12508,R. Açúcar,R. Açúcar,Restelo
728,Poço do Bispo,D,22,12514,Beato,Av. Infante D. Henrique,Restelo
728,Xabregas,D,23,08314,Av. Inf. D. Henrique (Manutenção Militar),Av. Infante D. Henrique,Restelo
728,Xabregas,D,24,08312,Av. Inf. D. Henrique (Doca Xabregas),Av. Infante D. Henrique,Restelo
728,Xabregas,D,25,08310,Xabregas - R. Manutenção,Av. Infante D. Henrique,Restelo
728,Xabregas,D,26,09810,Av. Inf. D. Henrique (Ponte Xabregas),Av. Infante D. Henrique,Restelo
728,Av. Afonso III,D,27,09812,Av. Inf. D. Henrique (Tipografia),Av. Infante D. Henrique,Restelo
728,Sta. Apolónia,D,28,02128,Estação Sta. Apolónia (Mercadorias),Av. Infante D. Henrique,Restelo
728,Sta. Apolónia,D,29,02114,Estação Sta. Apolónia,Av. Infante D. Henrique,Restelo
728,Alfândega,D,30,08204,Casa Conto,Av. Infante D. Henrique,Restelo
728,Alfândega,D,31,08202,Alfândega,Av. Infante D. Henrique,Restelo
728,T. Paço,D,32,04502,Sul e Sueste,R. Alfândega,Restelo
728,T. Paço,D,33,05504,Pç. Comércio,R. Arsenal,Restelo
728,Cais do Sodré,D,34,03820,Corpo Santo,R. Arsenal,Restelo
728,Cais do Sodré,D,35,03802,Cais Sodré,Av. 24 Julho,Restelo
728,Conde Barão,D,36,07102,Conde Barão - Av. 24 Julho,Av. 24 Julho,Restelo
728,Santos,D,37,03902,Santos,Av. 24 Julho,Restelo
728,Pç. Armada,D,38,03906,Cais Rocha (Museu Nac. Arte Antiga),Av. 24 Julho,Restelo
728,Pç. Armada,D,39,10202,Av. Infante Santo,Av. 24 Julho,Restelo
728,Alcântara Mar,D,40,04002,Alcântara Mar,Av. India,Restelo
728,Junqueira,D,41,09502,Hosp. Egas Moniz - Av. India,Av. India,Restelo
728,Altinho,D,42,04102,Estação Fluvial Belém,Pç. Afonso Albuquerque,Restelo
728,Belém,D,43,09604,Mosteiro Jerónimos,Lg. Jerónimos,Restelo
728,Belém,D,44,09608,R. Jerónimos,R. Jerónimos,Restelo
728,Belém,D,45,09606,B.º Terras Forno,R. Jerónimos,Restelo
728,Restelo,D,46,13107,Estádio Restelo,R. Gonçalves Zarco,Restelo
728,Restelo,D,47,13118,R. Gonçalves Zarco,R. Tristão Vaz,Restelo
728,Restelo,D,48,13116,R. Tristão Vaz,R. Tristão Vaz,Restelo
728,Restelo,D,49,13102,Restelo - R. Tristão Vaz,R. Tristão Vaz,Restelo
728,Av. Descobertas,D,50,12406,Restelo (Torres) - R. Antão Gonçalves,R. Antão Gonçalves,Restelo
728,Av. Descobertas,D,51,12409,Restelo - Av. Descobertas,R. Antão Gonçalves,Restelo
728,Cais do Sodré,A,1,03811,Cais Sodré,Cais Sodré,Portela
728,Cais do Sodré,A,2,03824,Corpo Santo,R. Bernardino Costa,Portela
728,T. Paço,A,3,05501,Pç. Comércio,Pç. Comércio,Portela
728,T. Paço,A,4,04505,Sul e Sueste,R. Inst. Virgílio Machado,Portela
728,Alfândega,A,5,04503,Campo Cebolas,Av. Infante D. Henrique,Portela
728,Alfândega,A,6,08201,Alfândega,Av. Infante D. Henrique,Portela
728,Alfândega,A,7,08203,Casa Conto,Av. Infante D. Henrique,Portela
728,Sta. Apolónia,A,8,02111,Estação Sta. Apolónia,Av. Infante D. Henrique,Portela
728,Sta. Apolónia,A,9,02127,Estação Sta. Apolónia (Mercadorias),Av. Infante D. Henrique,Portela
728,Av. Afonso III,A,10,09811,Av. Inf. D. Henrique (Tipografia),Av. Infante D. Henrique,Portela
728,Xabregas,A,11,09822,Av. Inf. D. Henrique (Ponte Xabregas),R. Bispo de Cochim,Portela
728,Xabregas,A,12,08301,Ponte Xabregas,R. Xabregas,Portela
728,Xabregas,A,13,08303,Xabregas,R. Xabregas,Portela
728,Xabregas,A,14,08305,Cç. Grilo,R. Grilo,Portela
728,Xabregas,A,15,08307,Al. Beato,R. Beato,Portela
728,Poço do Bispo,A,16,12505,Beato,R. Açúcar,Portela
728,Poço do Bispo,A,17,12507,R. Açúcar,R. Açúcar,Portela
728,Poço do Bispo,A,18,12509,Palácio Mitra,R. Açúcar,Portela
728,Poço do Bispo,A,19,12511,Poço Bispo,Pç. David Leandro Silva,Portela
728,Poço do Bispo,A,20,12501,Doca Poço Bispo,Praça 25 Abril,Portela
728,Matinha,A,21,02204,Matinha,Av. Cintura Porto Lisboa,Portela
728,Matinha,A,22,02202,Fábrica Gás,Av. Cintura Porto Lisboa,Portela
728,Parque Nações Sul,A,23,02410,Parque Nações Sul,Al. Oceanos,Portela
728,Parque Nações Sul,A,24,02411,Passeio Adamastor,Al. Oceanos,Portela
728,Parque Nações Sul,A,25,02404,Oceanário Lisboa,Al. Oceanos,Portela
728,Parque Nações Sul,A,26,02402,Av. Mediterrâneo,Av. D. João II,Portela
728,Estação Oriente,A,27,02512,R. Caribe,Av. D. João II,Portela
728,Estação Oriente,A,28,07825,Estação Oriente,Av. Berlim,Portela
728,Qta. Laranjeiras,A,29,07803,Olivais Velho - Av. Inf. D. Henrique,Av. Infante D. Henrique,Portela
728,Qta. Laranjeiras,A,30,07807,Pç. José Queirós,Pç. José Queirós,Portela
728,Qta. Laranjeiras,A,31,07909,Moscavide - R. João Pinto Ribeiro,R. João Pinto Ribeiro,Portela
728,Moscavide,A,32,07907,Av. Moscavide,Av. Moscavide,Portela
728,Moscavide,A,33,07905,R. Laureano Oliveira,Av. Moscavide,Portela
728,Moscavide,A,34,07903,Moscavide Centro - R. Franc. M. Beato,Av. Moscavide,Portela
728,Portela,A,35,12618,Portela (Seminário),Av. Descobrimentos,Portela
728,Portela,A,36,12617,Portela - R. Escritores,R. Escritores,Portela
728,Portela,A,37,12627,Portela - Av. República,Av. República,Portela
728,Portela,A,38,12610,C. Comercial Portela,"Av. República, Loures",Portela
728,Portela,A,39,12613,Portela - Av. Descobrimentos,Av. Descobrimentos,Portela
728,Portela,D,1,12613,Portela - Av. Descobrimentos,Av. Descobrimentos,Cais Sodré
728,Portela,D,2,12615,C. Comercial Portela,Av. Descobrimentos,Cais Sodré
728,Portela,D,3,12619,Portela (Seminário),Av. Descobrimentos,Cais Sodré
728,Moscavide,D,4,07904,Moscavide Centro - R. Franc. M. Beato,R. Francisco Marques Beato,Cais Sodré
728,Moscavide,D,5,07906,R. Laureano Oliveira,R. Francisco Marques Beato,Cais Sodré
728,Qta. Laranjeiras,D,6,07908,Moscavide - R. João Pinto Ribeiro,"R. 1.º Maio, Loures",Cais Sodré
728,Qta. Laranjeiras,D,7,07811,Pç. José Queirós,Pç. José Queirós,Cais Sodré
728,Qta. Laranjeiras,D,8,07806,Olivais Velho - Av. Inf. D. Henrique,Av. Infante D. Henrique,Cais Sodré
728,Estação Oriente,D,9,07805,Estação Oriente,Av. Ìndico,Cais Sodré
728,Estação Oriente,D,10,02511,R. Caribe,Av. D. João II,Cais Sodré
728,Parque Nações Sul,D,11,02401,Av. Mediterrâneo,Av. D. João II,Cais Sodré
728,Parque Nações Sul,D,12,02403,Oceanário Lisboa,Al. Oceanos,Cais Sodré
